StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q5,1_Q9,1_Q10,1_Q11_1,1_Q11_2,2_Q9,2_Q10,2_Q11_1,2_Q11_2,3_Q9,3_Q10,3_Q11_1,3_Q11_2,4_Q9,4_Q10,4_Q11_1,4_Q11_2,5_Q9,5_Q10,5_Q11_1,5_Q11_2,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q19,Q20,Q20_10_TEXT,Q21,Q22,Q23,Q24,Q25,Q26,Q28,IP_block,IP_country,choice1_popsize1,choice1_popsize2,choice1__racethndemo1,choice1__racethndemo2,choice1_politics1,choice1_politics2,choice1_housingprice1,choice1_housingprice2,choice1_weather1,choice1_weather2,choice1_distfamily1,choice1_distfamily2,choice1_crime1,choice1_crime2,choice2_popsize1,choice2_popsize2,choice2__racethndemo1,choice2__racethndemo2,choice2_politics1,choice2_politics2,choice2_housingprice1,choice2_housingprice2,choice2_weather1,choice2_weather2,choice2_distfamily1,choice2_distfamily2,choice2_crime1,choice2_crime2,choice3_popsize1,choice3_popsize2,choice3__racethndemo1,choice3__racethndemo2,choice3_politics1,choice3_politics2,choice3_housingprice1,choice3_housingprice2,choice3_weather1,choice3_weather2,choice3_distfamily1,choice3_distfamily2,choice3_crime1,choice3_crime2,choice4_popsize1,choice4_popsize2,choice4__racethndemo1,choice4__racethndemo2,choice4_politics1,choice4_politics2,choice4_housingprice1,choice4_housingprice2,choice4_weather1,choice4_weather2,choice4_distfamily1,choice4_distfamily2,choice4_crime1,choice4_crime2,choice5_popsize1,choice5_popsize2,choice5__racethndemo1,choice5__racethndemo2,choice5_politics1,choice5_politics2,choice5_housingprice1,choice5_housingprice2,choice5_weather1,choice5_weather2,choice5_distfamily1,choice5_distfamily2,choice5_crime1,choice5_crime2,Random_ID
2022-01-04 14:34:48,2022-01-04 14:44:31,IP Address,73.82.138.252,100,582,True,2022-01-04 14:44:31,R_2aaV94HbQFJuRv8,,,,,33.93719482421875,-84.0791015625,anonymous,EN,I wish to participate,,City 1,City 2,2,2,City 1,City 1,2,2,City 1,City 1,2,2,City 2,City 2,2,2,City 2,City 2,2,2,11,lobster,Very Interested,Female,51,Average,White,Married,Bachelor's degree,,"$60,000-$69,999",Very Positive,Somewhat Positive,Somewhat Positive,Independent/Other,Moderate,"I prefer cities with low crime rates, affordable housing, and great schools.",0,United States,"50,000","100,000",,,50% Republicans & 50% Democrats,80% Republicans & 20% Democrats,below national average,national average,Sunny,Snowy,3-5.9 hour drive,10+ hour drive,national average,national average,"1,000,000","100,000",,,20% Republicans & 80% Democrats,20% Republicans & 80% Democrats,national average,national average,Cloudy,Cloudy,0-2.9 hour drive,6-9.9 hour drive,below national average,above national average,"1,000,000","100,000",,,80% Republicans & 20% Democrats,80% Republicans & 20% Democrats,national average,national average,Cloudy,Snowy,3-5.9 hour drive,6-9.9 hour drive,below national average,national average,"500,000","500,000",,,80% Republicans & 20% Democrats,80% Republicans & 20% Democrats,national average,above national average,Snowy,Sunny,10+ hour drive,10+ hour drive,above national average,below national average,"1,000,000","500,000",,,50% Republicans & 50% Democrats,80% Republicans & 20% Democrats,above national average,national average,Cloudy,Snowy,10+ hour drive,3-5.9 hour drive,below national average,below national average,22808
2022-01-04 14:35:47,2022-01-04 14:44:46,IP Address,73.110.206.96,100,538,True,2022-01-04 14:44:46,R_2uwUBqgiDsS93Nq,,,,,41.98980712890625,-87.762298583984375,anonymous,EN,I wish to participate,,City 1,City 1,8,1,City 1,City 1,8,2,City 2,City 2,9,3,City 2,City 2,9,3,City 2,City 2,10,1,11,lobster,Very Interested,Male,42,Somewhat Above Average,White,In a relationship,Associate degree,,"$70,000-$79,999",Very Positive,Very Negative,Positive,Lean Republican,Very Conservative,"Safety, good roads, good economy and access to everything I need.",0,United States,"1,000,000","100,000",,,80% Republicans & 20% Democrats,50% Republicans & 50% Democrats,above national average,below national average,Rainy,Cloudy,3-5.9 hour drive,10+ hour drive,national average,above national average,"500,000","500,000",,,80% Republicans & 20% Democrats,20% Republicans & 80% Democrats,national average,above national average,Snowy,Snowy,3-5.9 hour drive,3-5.9 hour drive,above national average,above national average,"500,000","500,000",,,20% Republicans & 80% Democrats,20% Republicans & 80% Democrats,national average,below national average,Snowy,Snowy,10+ hour drive,6-9.9 hour drive,above national average,above national average,"1,000,000","100,000",,,80% Republicans & 20% Democrats,80% Republicans & 20% Democrats,national average,above national average,Rainy,Snowy,10+ hour drive,6-9.9 hour drive,national average,national average,"500,000","1,000,000",,,20% Republicans & 80% Democrats,80% Republicans & 20% Democrats,above national average,above national average,Sunny,Cloudy,10+ hour drive,0-2.9 hour drive,above national average,national average,53669
2022-01-04 14:16:04,2022-01-04 14:47:41,IP Address,76.217.27.124,100,1897,True,2022-01-04 14:47:41,R_2rqCSFy8DJkjdKY,,,,,34.1082000732421875,-118.15689849853515625,anonymous,EN,I wish to participate,,City 1,City 1,7,3,City 1,City 2,4,7,City 1,City 2,7,3,City 1,City 1,7,3,City 1,City 2,4,6,11,lobster,Somewhat Interested,Female,29,Somewhat Above Average,Black,In a relationship,Bachelor's degree,,"$60,000-$69,999",Somewhat Positive,Somewhat Positive,Somewhat Negative,Independent/Other,Moderate,"something with fine dining and close to work with minimal commuting traffic. ",0,United States,"100,000","50,000",,,20% Republicans & 80% Democrats,80% Republicans & 20% Democrats,above national average,below national average,Sunny,Cloudy,0-2.9 hour drive,6-9.9 hour drive,national average,below national average,"50,000","100,000",,,20% Republicans & 80% Democrats,80% Republicans & 20% Democrats,national average,above national average,Rainy,Snowy,3-5.9 hour drive,10+ hour drive,below national average,national average,"1,000,000","500,000",,,20% Republicans & 80% Democrats,50% Republicans & 50% Democrats,below national average,below national average,Rainy,Cloudy,10+ hour drive,0-2.9 hour drive,below national average,above national average,"500,000","100,000",,,80% Republicans & 20% Democrats,20% Republicans & 80% Democrats,national average,below national average,Snowy,Cloudy,3-5.9 hour drive,3-5.9 hour drive,national average,below national average,"100,000","50,000",,,50% Republicans & 50% Democrats,50% Republicans & 50% Democrats,above national average,below national average,Rainy,Rainy,3-5.9 hour drive,0-2.9 hour drive,national average,above national average,89408
2022-01-04 14:44:51,2022-01-04 14:47:59,IP Address,172.58.83.181,100,188,True,2022-01-04 14:47:59,R_1o6LbAXjkNCIH6u,,,,,44.9427032470703125,-93.28710174560546875,anonymous,EN,I wish to participate,,City 1,City 1,2,2,City 2,City 2,3,5,City 2,City 2,1,8,City 2,City 2,1,3,City 2,City 2,2,5,11,lobster,Not Very Interested,Female,26,Average,White,Married,Bachelor's degree,,"$30,000-$39,999",Negative,Neutral,Very Negative,Strong Democrat,Very Liberal,"Liberal, safe, low crime, far from family, cold weather",0,United States,"1,000,000","50,000",,,80% Republicans & 20% Democrats,80% Republicans & 20% Democrats,national average,below national average,Rainy,Cloudy,6-9.9 hour drive,0-2.9 hour drive,below national average,below national average,"100,000","500,000",,,80% Republicans & 20% Democrats,80% Republicans & 20% Democrats,national average,below national average,Sunny,Sunny,3-5.9 hour drive,0-2.9 hour drive,below national average,below national average,"1,000,000","50,000",,,80% Republicans & 20% Democrats,20% Republicans & 80% Democrats,above national average,national average,Sunny,Sunny,3-5.9 hour drive,0-2.9 hour drive,national average,national average,"500,000","50,000",,,20% Republicans & 80% Democrats,20% Republicans & 80% Democrats,national average,above national average,Rainy,Rainy,10+ hour drive,10+ hour drive,above national average,below national average,"50,000","100,000",,,50% Republicans & 50% Democrats,20% Republicans & 80% Democrats,above national average,above national average,Rainy,Cloudy,10+ hour drive,10+ hour drive,below national average,above national average,61081
2022-01-04 14:44:40,2022-01-04 14:51:05,IP Address,73.214.56.91,100,384,True,2022-01-04 14:51:05,R_1K9WoaGxkIn2rHC,,,,,40.4795074462890625,-78.7281036376953125,anonymous,EN,I wish to participate,,City 2,City 1,8,3,City 1,City 1,9,6,City 2,City 2,2,8,City 2,City 1,9,4,City 2,City 1,10,3,11,lobster,Very Interested,Male,33,Somewhat Above Average,White,Married,Bachelor's degree,,"$70,000-$79,999",Somewhat Positive,Neutral,Somewhat Positive,Lean Republican,Somewhat Conservative,The amount of whites and how far I have to drive to work each day.,0,United States,"100,000","100,000",,,50% Republicans & 50% Democrats,20% Republicans & 80% Democrats,national average,national average,Snowy,Cloudy,10+ hour drive,0-2.9 hour drive,above national average,above national average,"500,000","100,000",,,20% Republicans & 80% Democrats,20% Republicans & 80% Democrats,national average,above national average,Cloudy,Rainy,0-2.9 hour drive,10+ hour drive,national average,national average,"100,000","1,000,000",,,20% Republicans & 80% Democrats,20% Republicans & 80% Democrats,below national average,above national average,Rainy,Snowy,6-9.9 hour drive,3-5.9 hour drive,above national average,below national average,"500,000","100,000",,,20% Republicans & 80% Democrats,20% Republicans & 80% Democrats,above national average,below national average,Cloudy,Rainy,10+ hour drive,0-2.9 hour drive,above national average,below national average,"500,000","50,000",,,80% Republicans & 20% Democrats,80% Republicans & 20% Democrats,national average,below national average,Snowy,Snowy,10+ hour drive,6-9.9 hour drive,below national average,above national average,84068
2022-01-04 14:50:21,2022-01-04 14:55:39,IP Address,208.203.222.141,100,318,True,2022-01-04 14:55:39,R_3k6rQwH9Td1l9T7,,,,,39.364105224609375,-77.46219635009765625,anonymous,EN,I wish to participate,,City 1,City 1,9,9,City 1,City 1,9,8,City 1,City 1,8,9,City 1,City 1,7,9,City 1,City 1,9,10,11,lobster,Not At All Interested,Female,25,Somewhat Above Average,White,Married,Bachelor's degree,,"$70,000-$79,999",Positive,Neutral,Positive,Strong Democrat,Conservative,"Urban planning used to rely solely on hand-drawn plats to design spaces. Today, this discipline takes into account other factors, like the goals of a particular region. The reason for this is simple: when urban spaces began flourishing in the 19th and early 20th centuries, archit",0,United States,"50,000","50,000",,,50% Republicans & 50% Democrats,50% Republicans & 50% Democrats,national average,below national average,Snowy,Snowy,10+ hour drive,6-9.9 hour drive,national average,national average,"500,000","1,000,000",,,50% Republicans & 50% Democrats,80% Republicans & 20% Democrats,below national average,below national average,Sunny,Cloudy,6-9.9 hour drive,0-2.9 hour drive,national average,above national average,"500,000","1,000,000",,,20% Republicans & 80% Democrats,50% Republicans & 50% Democrats,above national average,below national average,Cloudy,Cloudy,0-2.9 hour drive,0-2.9 hour drive,below national average,national average,"500,000","1,000,000",,,80% Republicans & 20% Democrats,50% Republicans & 50% Democrats,below national average,below national average,Sunny,Cloudy,6-9.9 hour drive,10+ hour drive,below national average,national average,"50,000","100,000",,,80% Republicans & 20% Democrats,50% Republicans & 50% Democrats,below national average,below national average,Cloudy,Snowy,6-9.9 hour drive,0-2.9 hour drive,national average,above national average,29026
2022-01-04 14:52:43,2022-01-04 14:57:03,IP Address,24.243.102.169,100,259,True,2022-01-04 14:57:03,R_1j8HFfXXPC0Dnca,,,,,26.2823028564453125,-98.18250274658203125,anonymous,EN,I wish to participate,,City 1,City 2,5,5,City 1,City 1,6,4,City 2,City 2,4,6,City 1,City 2,4,6,City 2,City 2,5,5,11,lobster,Somewhat Interested,Female,37,Somewhat Above Average,Hispanic,In a relationship,Bachelor's degree,,"$30,000-$39,999",Neutral,Neutral,Somewhat Negative,Lean Democrat,Somewhat Liberal,Climate and cost of living.,0,United States,"1,000,000","500,000",,,80% Republicans & 20% Democrats,50% Republicans & 50% Democrats,below national average,below national average,Cloudy,Snowy,3-5.9 hour drive,0-2.9 hour drive,below national average,below national average,"100,000","1,000,000",,,50% Republicans & 50% Democrats,80% Republicans & 20% Democrats,national average,above national average,Sunny,Sunny,6-9.9 hour drive,6-9.9 hour drive,above national average,below national average,"50,000","50,000",,,20% Republicans & 80% Democrats,50% Republicans & 50% Democrats,below national average,below national average,Sunny,Sunny,6-9.9 hour drive,0-2.9 hour drive,above national average,below national average,"100,000","100,000",,,80% Republicans & 20% Democrats,50% Republicans & 50% Democrats,below national average,national average,Snowy,Rainy,3-5.9 hour drive,3-5.9 hour drive,national average,above national average,"1,000,000","1,000,000",,,20% Republicans & 80% Democrats,80% Republicans & 20% Democrats,national average,below national average,Sunny,Sunny,6-9.9 hour drive,0-2.9 hour drive,national average,national average,76064
2022-01-04 14:55:45,2022-01-04 14:58:10,IP Address,208.195.18.156,100,144,True,2022-01-04 14:58:10,R_2EFbC2lsdl97iEO,,,,,37.751007080078125,-97.82199859619140625,anonymous,EN,I wish to participate,,City 1,City 1,8,9,City 1,City 1,7,8,City 1,City 1,7,8,City 1,City 1,7,9,City 1,City 1,8,8,11,lobster,Very Interested,Male,55,Somewhat Below Average,White,Married,Bachelor's degree,,"$50,000-$59,999",Very Positive,Very Positive,Very Positive,Strong Democrat,Very Conservative,"If you're buying a home, the first thing you should do is choose a location. It's the most important factor when buying real estate. Location matters, even the location inside the neighborhood will have a large impact on your home's value.
",0,United States,"1,000,000","100,000",,,50% Republicans & 50% Democrats,80% Republicans & 20% Democrats,above national average,national average,Snowy,Rainy,10+ hour drive,3-5.9 hour drive,below national average,above national average,"100,000","50,000",,,80% Republicans & 20% Democrats,20% Republicans & 80% Democrats,national average,below national average,Cloudy,Rainy,0-2.9 hour drive,10+ hour drive,national average,below national average,"500,000","1,000,000",,,50% Republicans & 50% Democrats,80% Republicans & 20% Democrats,below national average,above national average,Snowy,Snowy,3-5.9 hour drive,6-9.9 hour drive,above national average,national average,"100,000","1,000,000",,,20% Republicans & 80% Democrats,80% Republicans & 20% Democrats,above national average,above national average,Rainy,Snowy,0-2.9 hour drive,6-9.9 hour drive,national average,above national average,"100,000","1,000,000",,,20% Republicans & 80% Democrats,50% Republicans & 50% Democrats,above national average,below national average,Cloudy,Cloudy,10+ hour drive,6-9.9 hour drive,below national average,above national average,94326
2022-01-04 14:45:42,2022-01-04 15:05:41,IP Address,161.77.98.68,100,1199,True,2022-01-04 15:05:41,R_2PBAYI8Q6v83s2T,,,,,42.098602294921875,-72.59310150146484375,anonymous,EN,I wish to participate,,City 1,City 1,7,6,City 2,City 1,9,7,City 2,City 2,8,7,City 2,City 2,8,8,City 2,City 1,9,7,11,lobster,Somewhat Interested,Male,30,Above Average,White,In a relationship,Bachelor's degree,,"$30,000-$39,999",Somewhat Positive,Positive,Somewhat Negative,Lean Democrat,Liberal,The city population and housing price should be less. The climate should be cloudy. Also the crime rate should be very less.,0,United States,"100,000","500,000",,,50% Republicans & 50% Democrats,20% Republicans & 80% Democrats,national average,national average,Cloudy,Sunny,10+ hour drive,6-9.9 hour drive,national average,below national average,"500,000","50,000",,,20% Republicans & 80% Democrats,50% Republicans & 50% Democrats,national average,below national average,Cloudy,Sunny,6-9.9 hour drive,10+ hour drive,below national average,national average,"50,000","100,000",,,20% Republicans & 80% Democrats,50% Republicans & 50% Democrats,national average,above national average,Snowy,Sunny,10+ hour drive,3-5.9 hour drive,national average,below national average,"50,000","500,000",,,20% Republicans & 80% Democrats,80% Republicans & 20% Democrats,below national average,national average,Cloudy,Rainy,3-5.9 hour drive,6-9.9 hour drive,above national average,above national average,"1,000,000","50,000",,,80% Republicans & 20% Democrats,50% Republicans & 50% Democrats,national average,national average,Cloudy,Snowy,3-5.9 hour drive,0-2.9 hour drive,above national average,above national average,58176
2022-01-04 15:01:23,2022-01-04 15:05:56,IP Address,173.184.148.34,100,272,True,2022-01-04 15:05:56,R_234B8b3QnM6Ei0j,,,,,37.153106689453125,-84.098602294921875,anonymous,EN,I wish to participate,,City 2,City 2,2,7,City 1,City 1,5,4,City 1,City 1,6,3,City 2,City 2,3,6,City 2,City 1,4,5,11,lobster,Somewhat Interested,Male,34,Above Average,White,In a relationship,Some college but no degree,,"$10,000-$19,999",Somewhat Positive,Neutral,Somewhat Negative,Lean Democrat,Somewhat Liberal,Political ideology ranks low but it is a factor. Traveling distances to places of interest are important. Not too crowded is also important.,0,United States,"500,000","1,000,000",,,80% Republicans & 20% Democrats,20% Republicans & 80% Democrats,national average,above national average,Cloudy,Snowy,6-9.9 hour drive,3-5.9 hour drive,below national average,national average,"50,000","1,000,000",,,20% Republicans & 80% Democrats,50% Republicans & 50% Democrats,national average,above national average,Sunny,Rainy,0-2.9 hour drive,10+ hour drive,above national average,national average,"1,000,000","1,000,000",,,80% Republicans & 20% Democrats,80% Republicans & 20% Democrats,below national average,national average,Sunny,Sunny,10+ hour drive,10+ hour drive,below national average,below national average,"100,000","100,000",,,50% Republicans & 50% Democrats,20% Republicans & 80% Democrats,below national average,below national average,Cloudy,Snowy,10+ hour drive,6-9.9 hour drive,below national average,below national average,"50,000","50,000",,,20% Republicans & 80% Democrats,20% Republicans & 80% Democrats,national average,below national average,Sunny,Rainy,10+ hour drive,0-2.9 hour drive,national average,above national average,20636
2022-01-04 15:03:26,2022-01-04 15:06:32,IP Address,208.195.31.149,100,186,True,2022-01-04 15:06:32,R_3n1VZUQDSEZoVXP,,,,,37.751007080078125,-97.82199859619140625,anonymous,EN,I wish to participate,,City 1,City 1,8,6,City 1,City 1,9,7,City 1,City 1,7,7,City 1,City 1,7,6,City 1,City 1,9,7,11,dog,Not Very Interested,Male,43,Average,Hispanic,Married,Bachelor's degree,,"$30,000-$39,999",Neutral,Neutral,Negative,Independent/Other,Somewhat Liberal,"That is now set to change. Twitter said on Tuesday that it would test extending the text limit of a post on its service to 280 characters. (In effect, that would double the length of the first two sentences of this paragraph; those sentences, for the record, add up to 140 charact",0,United States,"500,000","500,000",,,20% Republicans & 80% Democrats,50% Republicans & 50% Democrats,below national average,above national average,Cloudy,Rainy,0-2.9 hour drive,3-5.9 hour drive,below national average,national average,"1,000,000","500,000",,,50% Republicans & 50% Democrats,20% Republicans & 80% Democrats,above national average,national average,Cloudy,Rainy,6-9.9 hour drive,10+ hour drive,national average,above national average,"50,000","100,000",,,80% Republicans & 20% Democrats,50% Republicans & 50% Democrats,below national average,above national average,Sunny,Snowy,0-2.9 hour drive,6-9.9 hour drive,above national average,below national average,"500,000","100,000",,,50% Republicans & 50% Democrats,50% Republicans & 50% Democrats,below national average,above national average,Snowy,Cloudy,0-2.9 hour drive,10+ hour drive,below national average,above national average,"500,000","100,000",,,80% Republicans & 20% Democrats,20% Republicans & 80% Democrats,above national average,above national average,Sunny,Rainy,6-9.9 hour drive,0-2.9 hour drive,below national average,above national average,46406
2022-01-04 15:02:34,2022-01-04 15:07:19,IP Address,208.203.211.85,100,284,True,2022-01-04 15:07:19,R_3Ehan635p5lC8YG,,,,,39.9844970703125,-75.58599853515625,anonymous,EN,I wish to participate,,City 1,City 1,8,10,City 1,City 1,10,7,City 1,City 1,7,5,City 2,City 1,9,9,City 1,City 1,7,6,11,lobster,Not At All Interested,Female,25,Somewhat Above Average,White,Married,Bachelor's degree,,"$50,000-$59,999",Somewhat Positive,Neutral,Somewhat Positive,Strong Democrat,Very Liberal,"In a real estate boom, homebuyers will clamor for almost any house that hits the market. This is great while it lasts, but when the party's over, only homebuyers who choose the best locales will be holding the most valuable property that also depreciates at a much slower rate. Th",0,United States,"100,000","100,000",,,80% Republicans & 20% Democrats,20% Republicans & 80% Democrats,above national average,national average,Rainy,Rainy,10+ hour drive,3-5.9 hour drive,below national average,national average,"50,000","50,000",,,20% Republicans & 80% Democrats,20% Republicans & 80% Democrats,below national average,below national average,Sunny,Rainy,0-2.9 hour drive,6-9.9 hour drive,below national average,above national average,"100,000","500,000",,,80% Republicans & 20% Democrats,80% Republicans & 20% Democrats,above national average,above national average,Cloudy,Snowy,6-9.9 hour drive,10+ hour drive,above national average,above national average,"50,000","1,000,000",,,80% Republicans & 20% Democrats,80% Republicans & 20% Democrats,national average,national average,Sunny,Rainy,3-5.9 hour drive,10+ hour drive,above national average,national average,"1,000,000","50,000",,,20% Republicans & 80% Democrats,50% Republicans & 50% Democrats,national average,national average,Snowy,Sunny,6-9.9 hour drive,10+ hour drive,national average,above national average,12951
2022-01-04 15:02:00,2022-01-04 15:10:15,IP Address,75.128.71.197,100,495,True,2022-01-04 15:10:16,R_2c119godWBK1nnl,,,,,36.3000946044921875,-119.1295013427734375,anonymous,EN,I wish to participate,,City 1,City 2,2,3,City 2,City 2,3,4,City 2,City 2,2,3,City 1,City 1,4,4,City 1,City 2,2,3,11,lobster,Not Very Interested,Male,35,Below Average,Hispanic,Been single for more than 2 years,High school diploma or equivalent,,"$20,000-$29,999",Somewhat Positive,Somewhat Positive,Negative,Lean Democrat,Liberal,They should not have too much traffic. They should have spaces where parks and trees are. Have lots of different varieties of stores. Affordable living spaces.,0,United States,"500,000","1,000,000",,,80% Republicans & 20% Democrats,50% Republicans & 50% Democrats,national average,national average,Sunny,Sunny,0-2.9 hour drive,6-9.9 hour drive,above national average,national average,"100,000","500,000",,,20% Republicans & 80% Democrats,20% Republicans & 80% Democrats,below national average,below national average,Snowy,Sunny,3-5.9 hour drive,0-2.9 hour drive,national average,above national average,"50,000","500,000",,,50% Republicans & 50% Democrats,50% Republicans & 50% Democrats,below national average,above national average,Sunny,Rainy,3-5.9 hour drive,0-2.9 hour drive,above national average,below national average,"1,000,000","1,000,000",,,20% Republicans & 80% Democrats,20% Republicans & 80% Democrats,below national average,below national average,Rainy,Snowy,3-5.9 hour drive,3-5.9 hour drive,national average,national average,"100,000","500,000",,,80% Republicans & 20% Democrats,80% Republicans & 20% Democrats,above national average,national average,Sunny,Snowy,3-5.9 hour drive,6-9.9 hour drive,national average,below national average,39193
2022-01-04 15:05:25,2022-01-04 15:11:13,IP Address,208.203.218.14,100,348,True,2022-01-04 15:11:14,R_3KwlWPRusbDN0uk,,,,,39.79510498046875,-76.979400634765625,anonymous,EN,I wish to participate,,City 1,City 2,8,7,City 2,City 2,7,10,City 1,City 1,10,4,City 2,City 2,8,10,City 1,City 1,10,7,11,lobster,Somewhat Interested,Male,29,Above Average,White,Married,Associate degree,,"$10,000-$19,999",Neutral,Positive,Somewhat Positive,Lean Republican,Liberal,"I like the city , which consisting all the basic needs such as big hospitals, malls, and companies that would be locally located near the city.",0,United States,"500,000","50,000",,,80% Republicans & 20% Democrats,20% Republicans & 80% Democrats,national average,national average,Sunny,Sunny,6-9.9 hour drive,10+ hour drive,below national average,above national average,"1,000,000","100,000",,,50% Republicans & 50% Democrats,20% Republicans & 80% Democrats,below national average,national average,Cloudy,Sunny,10+ hour drive,0-2.9 hour drive,national average,below national average,"500,000","50,000",,,50% Republicans & 50% Democrats,50% Republicans & 50% Democrats,below national average,above national average,Cloudy,Rainy,6-9.9 hour drive,0-2.9 hour drive,above national average,above national average,"500,000","100,000",,,20% Republicans & 80% Democrats,80% Republicans & 20% Democrats,national average,above national average,Sunny,Snowy,3-5.9 hour drive,0-2.9 hour drive,below national average,national average,"500,000","100,000",,,80% Republicans & 20% Democrats,50% Republicans & 50% Democrats,below national average,above national average,Sunny,Snowy,3-5.9 hour drive,3-5.9 hour drive,national average,above national average,91452
2022-01-04 15:02:07,2022-01-04 15:11:23,IP Address,63.153.8.202,100,556,True,2022-01-04 15:11:23,R_1OvOjHUJTL9X8X3,,,,,45.66839599609375,-111.2422027587890625,anonymous,EN,I wish to participate,,City 1,City 1,7,3,City 2,City 2,4,6,City 1,City 1,7,3,City 1,City 1,7,4,City 1,City 2,4,6,11,lobster,Somewhat Interested,Female,50,Average,White,Married,Some college but no degree,,"$20,000-$29,999",Positive,Somewhat Positive,Somewhat Positive,Independent/Other,Moderate,The weather and the cost of living. Also the demographics are important. I would also not to live somewhere with a massive population. I prefer a middle size city.,0,United States,"500,000","1,000,000",,,50% Republicans & 50% Democrats,80% Republicans & 20% Democrats,above national average,above national average,Rainy,Sunny,6-9.9 hour drive,6-9.9 hour drive,national average,below national average,"50,000","50,000",,,20% Republicans & 80% Democrats,50% Republicans & 50% Democrats,below national average,below national average,Sunny,Cloudy,6-9.9 hour drive,6-9.9 hour drive,above national average,below national average,"1,000,000","500,000",,,80% Republicans & 20% Democrats,80% Republicans & 20% Democrats,below national average,national average,Sunny,Sunny,10+ hour drive,3-5.9 hour drive,above national average,below national average,"50,000","50,000",,,80% Republicans & 20% Democrats,50% Republicans & 50% Democrats,below national average,below national average,Sunny,Cloudy,0-2.9 hour drive,10+ hour drive,national average,national average,"100,000","100,000",,,20% Republicans & 80% Democrats,50% Republicans & 50% Democrats,above national average,below national average,Rainy,Snowy,0-2.9 hour drive,6-9.9 hour drive,below national average,above national average,98014
2022-01-04 15:06:32,2022-01-04 15:11:27,IP Address,99.145.17.67,100,295,True,2022-01-04 15:11:27,R_28THVQeCfzxjukQ,,,,,36.00140380859375,-83.91249847412109375,anonymous,EN,I wish to participate,,City 1,City 1,6,4,City 2,City 2,4,6,City 2,City 1,7,4,City 2,City 2,4,6,City 1,City 1,6,3,11,lobster,Very Interested,Male,25,Somewhat Above Average,White,In a relationship,Some college but no degree,,"$20,000-$29,999",Neutral,Somewhat Positive,Somewhat Negative,Lean Democrat,Liberal,"I prefer a city with a decent population size, that isn't too expensive, and preferably leans Democratic.",0,United States,"1,000,000","100,000",,,20% Republicans & 80% Democrats,50% Republicans & 50% Democrats,national average,above national average,Cloudy,Rainy,3-5.9 hour drive,0-2.9 hour drive,below national average,above national average,"50,000","100,000",,,50% Republicans & 50% Democrats,20% Republicans & 80% Democrats,above national average,below national average,Snowy,Rainy,10+ hour drive,6-9.9 hour drive,below national average,below national average,"100,000","100,000",,,50% Republicans & 50% Democrats,80% Republicans & 20% Democrats,above national average,below national average,Sunny,Rainy,3-5.9 hour drive,3-5.9 hour drive,above national average,national average,"1,000,000","1,000,000",,,80% Republicans & 20% Democrats,50% Republicans & 50% Democrats,below national average,above national average,Rainy,Cloudy,10+ hour drive,6-9.9 hour drive,below national average,below national average,"50,000","500,000",,,20% Republicans & 80% Democrats,80% Republicans & 20% Democrats,national average,above national average,Snowy,Snowy,3-5.9 hour drive,10+ hour drive,above national average,above national average,49076
2022-01-04 15:08:31,2022-01-04 15:11:55,IP Address,208.195.19.137,100,204,True,2022-01-04 15:11:56,R_28CZQHfb9ZjyJLv,,,,,37.751007080078125,-97.82199859619140625,anonymous,EN,I wish to participate,,City 2,City 1,8,8,City 1,City 2,7,7,City 1,City 1,7,8,City 1,City 1,7,7,City 1,City 2,7,,11,lobster,Very Interested,Female,38,Far Below Average,White,Married,Bachelor's degree,,"$50,000-$59,999",Very Negative,Very Positive,Very Positive,Strong Democrat,Very Conservative,"ADVERTISEMENTS: Some of the main factors that have led to grow of cities are: (i) Surplus Resources (ii) Industrialization and Commercialization (iii) Development of Transport and Communication (iv) Economic Pull of the City (v) Educational and Recreational Facilities.
",0,United States,"50,000","500,000",,,20% Republicans & 80% Democrats,20% Republicans & 80% Democrats,below national average,above national average,Cloudy,Snowy,10+ hour drive,3-5.9 hour drive,below national average,above national average,"500,000","100,000",,,50% Republicans & 50% Democrats,80% Republicans & 20% Democrats,national average,above national average,Rainy,Sunny,3-5.9 hour drive,6-9.9 hour drive,national average,above national average,"50,000","1,000,000",,,20% Republicans & 80% Democrats,20% Republicans & 80% Democrats,above national average,below national average,Rainy,Snowy,0-2.9 hour drive,0-2.9 hour drive,above national average,below national average,"50,000","1,000,000",,,50% Republicans & 50% Democrats,80% Republicans & 20% Democrats,national average,below national average,Cloudy,Snowy,6-9.9 hour drive,6-9.9 hour drive,below national average,above national average,"1,000,000","50,000",,,80% Republicans & 20% Democrats,20% Republicans & 80% Democrats,above national average,national average,Sunny,Sunny,10+ hour drive,10+ hour drive,national average,below national average,50108
