StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q_RecaptchaScore,Q1,Q5,1_Q9,2_Q9,3_Q9,4_Q9,5_Q9,6_Q9,7_Q9,8_Q9,Q10,Q11,Q12,Q13,Q14,Q15,Q16,Q17,Q18,Q18_11_TEXT,Q19,Q20,Q21,Q22,Q23,Q24,Q26,IP_block,IP_country,choice1_salary1,choice1_salary2,choice1_race1,choice1_race2,choice1_party1,choice1_party2,choice1_personality1,choice1_personality2,choice1_attractive1,choice1_attractive2,choice1_education1,choice1_education2,choice1_interestpoli1,choice1_interestpoli2,choice1_religiosity1,choice1_religiosity2,choice2_salary1,choice2_salary2,choice2_race1,choice2_race2,choice2_party1,choice2_party2,choice2_personality1,choice2_personality2,choice2_attractive1,choice2_attractive2,choice2_education1,choice2_education2,choice2_interestpoli1,choice2_interestpoli2,choice2_religiosity1,choice2_religiosity2,choice3_salary1,choice3_salary2,choice3_race1,choice3_race2,choice3_party1,choice3_party2,choice3_personality1,choice3_personality2,choice3_attractive1,choice3_attractive2,choice3_education1,choice3_education2,choice3_interestpoli1,choice3_interestpoli2,choice3_religiosity1,choice3_religiosity2,choice4_salary1,choice4_salary2,choice4_race1,choice4_race2,choice4_party1,choice4_party2,choice4_personality1,choice4_personality2,choice4_attractive1,choice4_attractive2,choice4_education1,choice4_education2,choice4_interestpoli1,choice4_interestpoli2,choice4_religiosity1,choice4_religiosity2,choice5_salary1,choice5_salary2,choice5_race1,choice5_race2,choice5_party1,choice5_party2,choice5_personality1,choice5_personality2,choice5_attractive1,choice5_attractive2,choice5_education1,choice5_education2,choice5_interestpoli1,choice5_interestpoli2,choice5_religiosity1,choice5_religiosity2,choice6_salary1,choice6_salary2,choice6_race1,choice6_race2,choice6_party1,choice6_party2,choice6_personality1,choice6_personality2,choice6_attractive1,choice6_attractive2,choice6_education1,choice6_education2,choice6_interestpoli1,choice6_interestpoli2,choice6_religiosity1,choice6_religiosity2,choice7_salary1,choice7_salary2,choice7_race1,choice7_race2,choice7_party1,choice7_party2,choice7_personality1,choice7_personality2,choice7_attractive1,choice7_attractive2,choice7_education1,choice7_education2,choice7_interestpoli1,choice7_interestpoli2,choice7_religiosity1,choice7_religiosity2,choice8_salary1,choice8_salary2,choice8_race1,choice8_race2,choice8_party1,choice8_party2,choice8_personality1,choice8_personality2,choice8_attractive1,choice8_attractive2,choice8_education1,choice8_education2,choice8_interestpoli1,choice8_interestpoli2,choice8_religiosity1,choice8_religiosity2,Random_ID
2022-01-04 14:53:09,2022-01-04 14:57:40,IP Address,96.230.129.251,100,271,True,2022-01-04 14:57:40,R_28Pet5qaASCztcC,,,,,42.4683990478515625,-70.946502685546875,anonymous,EN,1,I wish to participate,,Person 1,Person 1,Person 1,Person 1,Person 2,Person 2,Person 2,Person 2,9,Somewhat Interested,tardigrade,Male,65,White,Married,Not Religious,Bachelor’s degree,,"$50,000-$59,999",Very Positive,Neutral,Neutral,Independent/Other,Moderate,"Not religious, good sense of humor, intelligent, well-read",0,United States,"$25,000","$50,000",Asian,White,Republican,Democrat,out-going,out-going,8/10,6/10,Vocational Training,Some College,medium,high,non-religious,very religious,"$50,000","$100,000",Hispanic,Asian,Independent,Republican,shy,out-going,8/10,4/10,Some College,Some College,medium,medium,very religious,very religious,"$25,000","$100,000",Hispanic,White,Independent,Republican,shy,out-going,6/10,4/10,Bachelor's College Degree,Graduate Degree,low,low,somewhat religious,very religious,"$50,000","$75,000",White,White,Independent,Republican,shy,shy,6/10,8/10,Bachelor's College Degree,Graduate Degree,low,low,non-religious,somewhat religious,"$50,000","$75,000",White,Black,Republican,Republican,out-going,out-going,10/10,10/10,Graduate Degree,Vocational Training,high,medium,very religious,somewhat religious,"$100,000","$25,000",Hispanic,Asian,Independent,Independent,shy,out-going,4/10,6/10,Vocational Training,Graduate Degree,medium,low,somewhat religious,somewhat religious,"$75,000","$50,000",Black,Hispanic,Republican,Democrat,out-going,shy,4/10,10/10,Graduate Degree,Vocational Training,low,high,somewhat religious,somewhat religious,"$75,000","$25,000",Asian,Hispanic,Republican,Republican,out-going,out-going,6/10,4/10,Graduate Degree,Some College,high,low,very religious,somewhat religious,42449
2022-01-04 14:54:58,2022-01-04 14:57:58,IP Address,208.195.31.149,100,180,True,2022-01-04 14:57:59,R_2UgWiu89Q1jrKdx,,,,,37.751007080078125,-97.82199859619140625,anonymous,EN,1,I wish to participate,,Person 1,Person 2,Person 1,Person 2,Person 1,Person 2,Person 1,Person 2,9,Somewhat Interested,dog,Male,43,White,Married,Somewhat Religious,Bachelor’s degree,,"$30,000-$39,999",Neutral,Very Negative,Somewhat Negative,Independent/Other,Somewhat Liberal,https://worker.mturk.com/projects/3S4LLGXSVCK2SJ8KSGKG4TY0GA4AO9/tasks,0,United States,"$25,000","$25,000",Black,White,Independent,Democrat,shy,out-going,4/10,4/10,Graduate Degree,Bachelor's College Degree,high,low,non-religious,non-religious,"$25,000","$75,000",Asian,Black,Republican,Republican,shy,out-going,10/10,4/10,Graduate Degree,Vocational Training,high,medium,very religious,very religious,"$75,000","$25,000",Black,Hispanic,Independent,Democrat,shy,out-going,8/10,6/10,Vocational Training,Bachelor's College Degree,high,low,very religious,non-religious,"$75,000","$50,000",White,White,Republican,Independent,out-going,out-going,10/10,6/10,Some College,Some College,low,medium,somewhat religious,somewhat religious,"$100,000","$25,000",Asian,Black,Republican,Democrat,out-going,out-going,6/10,8/10,Bachelor's College Degree,Vocational Training,high,medium,non-religious,somewhat religious,"$50,000","$75,000",Asian,Asian,Republican,Democrat,shy,out-going,4/10,4/10,Vocational Training,Bachelor's College Degree,medium,high,very religious,very religious,"$50,000","$100,000",Black,White,Democrat,Democrat,out-going,shy,6/10,8/10,Vocational Training,Bachelor's College Degree,low,medium,very religious,somewhat religious,"$50,000","$75,000",Black,Black,Republican,Independent,shy,shy,4/10,8/10,Vocational Training,Bachelor's College Degree,low,medium,non-religious,somewhat religious,69860
2022-01-04 14:55:10,2022-01-04 15:00:52,IP Address,154.13.49.239,100,341,True,2022-01-04 15:00:52,R_1pA8NFy4dw6EJpG,,,,,37.751007080078125,-97.82199859619140625,anonymous,EN,1,I wish to participate,,Person 1,Person 1,Person 1,Person 1,Person 1,Person 1,Person 1,Person 2,9,Not Very Interested,tardigrade,Male,43,White,Married,Somewhat Religious,Bachelor’s degree,,"$50,000-$59,999",Neutral,Neutral,Neutral,Independent/Other,Moderate,,2,United States,"$75,000","$50,000",Asian,Black,Democrat,Independent,out-going,out-going,6/10,8/10,Some College,Graduate Degree,low,medium,non-religious,non-religious,"$100,000","$100,000",Hispanic,Black,Democrat,Democrat,shy,shy,10/10,8/10,Some College,Some College,high,low,somewhat religious,non-religious,"$100,000","$75,000",Asian,Hispanic,Independent,Democrat,out-going,shy,4/10,10/10,Some College,Vocational Training,low,high,somewhat religious,somewhat religious,"$50,000","$25,000",White,Asian,Republican,Republican,shy,out-going,10/10,10/10,Some College,Vocational Training,high,low,very religious,very religious,"$100,000","$50,000",White,Hispanic,Democrat,Republican,out-going,shy,6/10,4/10,Some College,Bachelor's College Degree,high,high,non-religious,non-religious,"$75,000","$25,000",White,Black,Independent,Republican,out-going,out-going,6/10,10/10,Bachelor's College Degree,Vocational Training,high,medium,non-religious,non-religious,"$25,000","$100,000",Black,Asian,Independent,Republican,out-going,out-going,10/10,6/10,Vocational Training,Graduate Degree,medium,medium,non-religious,non-religious,"$50,000","$50,000",Hispanic,Black,Independent,Democrat,out-going,shy,4/10,6/10,Graduate Degree,Bachelor's College Degree,medium,medium,very religious,somewhat religious,74488
2022-01-04 14:55:59,2022-01-04 15:01:50,IP Address,75.128.71.197,100,350,True,2022-01-04 15:01:50,R_1opaFuWkoS9lOR2,,,,,36.3000946044921875,-119.1295013427734375,anonymous,EN,0.89999997615814208984375,I wish to participate,,Person 1,Person 2,Person 1,Person 2,Person 2,Person 1,Person 1,Person 2,9,Somewhat Interested,tardigrade,Male,35,Hispanic,Been single for more than 2 years,Somewhat Religious,High school diploma or equivalent,,"$20,000-$29,999",Somewhat Positive,Somewhat Positive,Negative,Lean Democrat,Liberal,"I would like someone that is okay with taking things slow. They are not someone that always needs constant attention. Not a frivolous spender. Is a nice person to who ever they meet. ",0,United States,"$50,000","$100,000",White,Hispanic,Democrat,Republican,out-going,out-going,8/10,4/10,Graduate Degree,Graduate Degree,medium,low,somewhat religious,non-religious,"$50,000","$75,000",White,Black,Democrat,Independent,out-going,shy,4/10,4/10,Bachelor's College Degree,Vocational Training,low,low,very religious,non-religious,"$75,000","$75,000",Asian,Asian,Independent,Independent,out-going,shy,10/10,4/10,Some College,Bachelor's College Degree,medium,medium,non-religious,very religious,"$100,000","$50,000",Hispanic,Black,Democrat,Democrat,out-going,shy,4/10,6/10,Vocational Training,Vocational Training,low,medium,somewhat religious,non-religious,"$50,000","$100,000",White,Hispanic,Independent,Democrat,shy,shy,4/10,8/10,Vocational Training,Some College,high,low,non-religious,very religious,"$25,000","$25,000",Black,Asian,Democrat,Independent,out-going,out-going,6/10,4/10,Graduate Degree,Graduate Degree,high,high,somewhat religious,somewhat religious,"$100,000","$50,000",Black,Black,Democrat,Democrat,out-going,shy,6/10,6/10,Some College,Some College,medium,medium,non-religious,very religious,"$75,000","$100,000",Black,Hispanic,Independent,Republican,shy,out-going,4/10,8/10,Vocational Training,Some College,low,low,very religious,non-religious,77571
2022-01-04 14:48:18,2022-01-04 15:02:04,IP Address,208.195.18.183,100,825,True,2022-01-04 15:02:04,R_3QEsIxUlDA1yTMo,,,,,37.751007080078125,-97.82199859619140625,anonymous,EN,0.89999997615814208984375,I wish to participate,,Person 1,Person 2,Person 1,Person 1,Person 2,Person 2,Person 2,Person 1,9,Somewhat Interested,dog,Male,53,Hispanic,Married,Somewhat Religious,Master’s degree,,"$30,000-$39,999",Neutral,Somewhat Negative,Neutral,Independent/Other,Somewhat Liberal,"How did humans develop the ability to communicate? Are humans the only creatures on earth that communicate? What purpose does communication serve in our lives? Answers to these historical, anthropological, and social-scientific questions provide part of the diversity of knowledge",0,United States,"$75,000","$100,000",Black,Asian,Democrat,Independent,out-going,out-going,4/10,10/10,Graduate Degree,Graduate Degree,high,high,non-religious,very religious,"$75,000","$25,000",Asian,White,Republican,Independent,shy,shy,8/10,6/10,Some College,Vocational Training,high,low,non-religious,very religious,"$50,000","$75,000",Hispanic,Black,Independent,Republican,shy,shy,8/10,8/10,Some College,Some College,medium,medium,very religious,very religious,"$25,000","$75,000",Black,Asian,Democrat,Republican,out-going,out-going,6/10,4/10,Vocational Training,Vocational Training,medium,low,somewhat religious,very religious,"$50,000","$100,000",Hispanic,Asian,Independent,Republican,out-going,out-going,10/10,10/10,Graduate Degree,Graduate Degree,low,low,non-religious,very religious,"$50,000","$75,000",Asian,White,Republican,Democrat,out-going,shy,10/10,4/10,Bachelor's College Degree,Some College,high,medium,non-religious,non-religious,"$100,000","$75,000",Black,Asian,Republican,Republican,shy,shy,8/10,8/10,Vocational Training,Graduate Degree,low,high,very religious,very religious,"$25,000","$100,000",Black,Asian,Democrat,Independent,out-going,out-going,6/10,4/10,Vocational Training,Bachelor's College Degree,medium,high,somewhat religious,non-religious,28168
2022-01-04 14:57:58,2022-01-04 15:03:15,IP Address,99.145.17.67,100,316,True,2022-01-04 15:03:15,R_3s48AjCyOooqUjS,,,,,36.00140380859375,-83.91249847412109375,anonymous,EN,1,I wish to participate,,Person 2,Person 1,Person 1,Person 1,Person 2,Person 2,Person 2,Person 2,9,Very Interested,tardigrade,Male,25,White,In a relationship,Not Religious,Some college but no degree,,"$20,000-$29,999",Neutral,Somewhat Positive,Somewhat Negative,Lean Democrat,Liberal,"Attributes that matter to me are things like intelligence, the ability to enjoy deep conversations, and someone who has sound morals and principles. I don't mind having conflicting principles to a degree, just as long as we can be amicable about those differences.",0,United States,"$50,000","$25,000",White,Black,Republican,Independent,out-going,shy,10/10,10/10,Bachelor's College Degree,Graduate Degree,low,low,somewhat religious,somewhat religious,"$25,000","$25,000",Hispanic,White,Independent,Republican,shy,out-going,4/10,4/10,Vocational Training,Vocational Training,low,low,very religious,very religious,"$100,000","$75,000",White,Asian,Republican,Democrat,shy,shy,6/10,10/10,Graduate Degree,Bachelor's College Degree,high,low,somewhat religious,very religious,"$100,000","$100,000",Black,Hispanic,Democrat,Independent,out-going,shy,10/10,4/10,Vocational Training,Bachelor's College Degree,low,high,non-religious,somewhat religious,"$75,000","$100,000",Asian,White,Democrat,Independent,out-going,shy,4/10,10/10,Bachelor's College Degree,Bachelor's College Degree,medium,high,very religious,non-religious,"$100,000","$100,000",Hispanic,Hispanic,Independent,Independent,shy,shy,4/10,10/10,Bachelor's College Degree,Some College,high,medium,non-religious,non-religious,"$75,000","$100,000",Hispanic,White,Republican,Republican,shy,out-going,6/10,4/10,Some College,Vocational Training,low,high,very religious,somewhat religious,"$75,000","$100,000",White,White,Independent,Republican,out-going,out-going,4/10,6/10,Vocational Training,Some College,medium,medium,very religious,somewhat religious,30426
2022-01-04 15:03:01,2022-01-04 15:03:23,IP Address,216.250.249.198,100,21,True,2022-01-04 15:03:23,R_28Y9gsqjF8iE6X8,,,,,40.76190185546875,-74.4185028076171875,anonymous,EN,1,I wish to participate,,,,,,,,,,,,,,,,,,,,,,,,,,,1,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022-01-04 14:54:47,2022-01-04 15:04:32,IP Address,66.118.4.66,100,584,True,2022-01-04 15:04:32,R_2s7M1RCYfynfTuD,,,,,42.75140380859375,-71.5785980224609375,anonymous,EN,1,I wish to participate,,Person 1,Person 2,Person 1,Person 2,Person 2,Person 1,Person 2,Person 1,9,Somewhat Interested,tardigrade,Female,25,White,Married,Very Religious,Bachelor’s degree,,"$80,000-$99,999",Very Positive,Somewhat Positive,Positive,Lean Republican,Somewhat Liberal,"important qualities seen in good romantic relationships may include but aren't limited to love, mutual respect, compassion, understanding, honesty, transparency, unconditional acceptance, trust, commitment, communication, affection, and appreciation",0,United States,"$25,000","$100,000",White,Black,Democrat,Independent,out-going,shy,8/10,10/10,Some College,Graduate Degree,high,low,non-religious,very religious,"$50,000","$25,000",Black,Black,Democrat,Republican,out-going,out-going,10/10,8/10,Bachelor's College Degree,Vocational Training,low,medium,non-religious,non-religious,"$75,000","$75,000",White,White,Democrat,Republican,shy,out-going,4/10,6/10,Vocational Training,Some College,low,medium,non-religious,somewhat religious,"$50,000","$100,000",White,Black,Independent,Independent,shy,shy,8/10,10/10,Vocational Training,Vocational Training,medium,low,non-religious,non-religious,"$100,000","$50,000",Hispanic,Black,Republican,Independent,shy,shy,10/10,10/10,Bachelor's College Degree,Vocational Training,medium,high,non-religious,somewhat religious,"$25,000","$50,000",White,Black,Independent,Democrat,out-going,out-going,6/10,8/10,Vocational Training,Bachelor's College Degree,low,medium,non-religious,non-religious,"$100,000","$75,000",White,White,Independent,Republican,shy,out-going,6/10,8/10,Bachelor's College Degree,Bachelor's College Degree,low,medium,non-religious,somewhat religious,"$100,000","$100,000",Black,Hispanic,Republican,Democrat,out-going,shy,4/10,6/10,Bachelor's College Degree,Bachelor's College Degree,low,high,non-religious,non-religious,70564
2022-01-04 14:53:25,2022-01-04 15:05:18,IP Address,67.180.106.232,100,712,True,2022-01-04 15:05:18,R_yDglbn9QdqebaEh,,,,,37.212493896484375,-121.864105224609375,anonymous,EN,1,I wish to participate,,Person 2,Person 2,Person 1,Person 1,Person 2,Person 2,Person 2,Person 2,9,Very Interested,tardigrade,Male,42,White,Been single for under 2 years,Not Religious,Bachelor’s degree,,"$100,000+",Negative,Very Positive,Very Negative,Strong Democrat,Very Liberal,Someone who sees a world outside of their own. .Someone cultured and smart and very loving.,0,United States,"$50,000","$25,000",Asian,Hispanic,Republican,Democrat,out-going,out-going,8/10,6/10,Bachelor's College Degree,Vocational Training,high,medium,somewhat religious,very religious,"$25,000","$100,000",White,White,Independent,Republican,out-going,out-going,10/10,6/10,Some College,Some College,high,medium,non-religious,somewhat religious,"$75,000","$50,000",Black,Black,Democrat,Republican,shy,out-going,6/10,4/10,Vocational Training,Bachelor's College Degree,low,high,non-religious,very religious,"$75,000","$25,000",Hispanic,White,Republican,Independent,out-going,out-going,6/10,4/10,Some College,Bachelor's College Degree,low,medium,somewhat religious,very religious,"$50,000","$100,000",Hispanic,White,Republican,Independent,out-going,shy,6/10,10/10,Some College,Graduate Degree,medium,high,non-religious,non-religious,"$50,000","$75,000",Hispanic,Black,Independent,Republican,shy,out-going,8/10,8/10,Some College,Some College,medium,medium,very religious,somewhat religious,"$50,000","$100,000",Black,Asian,Democrat,Republican,out-going,out-going,8/10,8/10,Vocational Training,Graduate Degree,medium,low,non-religious,very religious,"$100,000","$100,000",Hispanic,Black,Independent,Independent,out-going,shy,4/10,10/10,Some College,Graduate Degree,low,medium,somewhat religious,somewhat religious,32236
2022-01-04 14:59:46,2022-01-04 15:06:22,IP Address,100.33.251.206,100,396,True,2022-01-04 15:06:22,R_3IaRVxCUTkGoilw,,,,,40.7512969970703125,-73.82440185546875,anonymous,EN,0.89999997615814208984375,I wish to participate,,Person 1,Person 2,Person 1,Person 2,Person 1,Person 2,Person 1,Person 2,9,Somewhat Interested,tardigrade,Male,33,White,Married,Very Religious,Bachelor’s degree,,"$70,000-$79,999",Very Positive,Somewhat Positive,Somewhat Negative,Strong Democrat,Somewhat Liberal,GOOD,0,United States,"$75,000","$25,000",Asian,Black,Democrat,Democrat,shy,shy,6/10,4/10,Vocational Training,Bachelor's College Degree,low,medium,somewhat religious,somewhat religious,"$75,000","$100,000",White,Asian,Republican,Republican,shy,out-going,10/10,6/10,Bachelor's College Degree,Graduate Degree,high,medium,somewhat religious,somewhat religious,"$25,000","$100,000",White,Black,Democrat,Republican,out-going,shy,4/10,8/10,Graduate Degree,Bachelor's College Degree,medium,medium,very religious,non-religious,"$100,000","$75,000",Hispanic,Black,Republican,Independent,shy,shy,8/10,4/10,Bachelor's College Degree,Bachelor's College Degree,medium,high,somewhat religious,non-religious,"$50,000","$75,000",Black,Hispanic,Republican,Democrat,shy,shy,10/10,4/10,Bachelor's College Degree,Some College,medium,medium,somewhat religious,somewhat religious,"$75,000","$100,000",Black,Black,Democrat,Democrat,out-going,out-going,8/10,6/10,Bachelor's College Degree,Vocational Training,high,low,non-religious,somewhat religious,"$25,000","$100,000",Hispanic,Asian,Democrat,Independent,shy,shy,6/10,6/10,Bachelor's College Degree,Some College,medium,high,somewhat religious,very religious,"$25,000","$100,000",Hispanic,Hispanic,Independent,Republican,out-going,out-going,4/10,4/10,Graduate Degree,Bachelor's College Degree,high,low,somewhat religious,non-religious,97200
2022-01-04 15:02:39,2022-01-04 15:06:22,IP Address,24.218.81.29,100,223,True,2022-01-04 15:06:22,R_3J1TD6GfgTmzelC,,,,,42.364898681640625,-71.09870147705078125,anonymous,EN,1,I wish to participate,,Person 2,Person 1,Person 2,Person 1,Person 1,Person 2,Person 2,Person 2,9,Somewhat Interested,tardigrade,Female,36,White,Been single for more than 2 years,Somewhat Religious,Master’s degree,,"$10,000-$19,999",Somewhat Positive,Somewhat Positive,Negative,Strong Democrat,Liberal,"The most important thing for me is personality, particularly kindness and generosity. I'll put up with a lot if my partner is a kind person who truly wants to help others.",0,United States,"$25,000","$25,000",Asian,White,Democrat,Independent,shy,shy,6/10,10/10,Some College,Bachelor's College Degree,low,low,somewhat religious,non-religious,"$100,000","$50,000",Hispanic,Black,Republican,Republican,shy,out-going,6/10,10/10,Bachelor's College Degree,Vocational Training,low,low,somewhat religious,very religious,"$100,000","$75,000",Asian,Asian,Republican,Independent,shy,out-going,8/10,6/10,Graduate Degree,Bachelor's College Degree,high,high,somewhat religious,very religious,"$25,000","$25,000",White,Asian,Democrat,Republican,shy,out-going,4/10,6/10,Some College,Some College,low,high,very religious,very religious,"$50,000","$25,000",Black,Black,Republican,Independent,out-going,shy,6/10,4/10,Bachelor's College Degree,Some College,medium,low,non-religious,somewhat religious,"$50,000","$50,000",Hispanic,White,Republican,Democrat,out-going,shy,8/10,10/10,Vocational Training,Some College,low,high,somewhat religious,somewhat religious,"$50,000","$50,000",Black,Black,Democrat,Republican,shy,out-going,6/10,4/10,Some College,Graduate Degree,medium,low,very religious,very religious,"$50,000","$75,000",Hispanic,Asian,Independent,Independent,out-going,out-going,8/10,6/10,Vocational Training,Vocational Training,medium,medium,non-religious,very religious,68188
2022-01-04 14:58:53,2022-01-04 15:06:24,IP Address,172.58.27.228,100,450,True,2022-01-04 15:06:24,R_1H2CjJ5pJtM1pix,,,,,34.0543975830078125,-118.2440948486328125,anonymous,EN,1,I wish to participate,,Person 2,Person 1,Person 1,Person 2,Person 2,Person 2,Person 1,Person 2,9,Not At All Interested,tardigrade,Male,59,White,Been single for more than 2 years,Very Religious,High school diploma or equivalent,,"$10,000-$19,999",Neutral,Negative,Very Positive,Strong Republican,Very Conservative,"Very religious, shy and attractive",0,United States,"$25,000","$50,000",Hispanic,Asian,Democrat,Democrat,out-going,shy,8/10,10/10,Graduate Degree,Vocational Training,medium,medium,non-religious,very religious,"$100,000","$25,000",Asian,Asian,Independent,Republican,shy,out-going,8/10,6/10,Vocational Training,Graduate Degree,medium,medium,somewhat religious,somewhat religious,"$75,000","$50,000",Black,White,Independent,Independent,shy,out-going,8/10,4/10,Graduate Degree,Graduate Degree,high,medium,somewhat religious,non-religious,"$75,000","$75,000",White,White,Independent,Republican,out-going,shy,6/10,6/10,Some College,Graduate Degree,medium,medium,non-religious,very religious,"$100,000","$75,000",Asian,White,Democrat,Republican,shy,shy,4/10,10/10,Vocational Training,Vocational Training,low,medium,somewhat religious,very religious,"$75,000","$25,000",White,Asian,Independent,Democrat,shy,out-going,4/10,4/10,Bachelor's College Degree,Some College,high,high,somewhat religious,very religious,"$50,000","$25,000",Asian,Asian,Independent,Republican,out-going,out-going,6/10,8/10,Vocational Training,Some College,medium,medium,somewhat religious,non-religious,"$100,000","$100,000",Black,Black,Republican,Republican,out-going,shy,4/10,8/10,Bachelor's College Degree,Vocational Training,low,medium,non-religious,non-religious,54770
2022-01-04 15:02:03,2022-01-04 15:07:09,IP Address,47.183.210.110,100,305,True,2022-01-04 15:07:09,R_1DwEOi4OjNT36wF,,,,,32.7989959716796875,-96.95600128173828125,anonymous,EN,0.89999997615814208984375,I wish to participate,,Person 1,Person 1,Person 1,Person 2,Person 2,Person 2,Person 2,Person 1,9,Not Very Interested,tardigrade,Female,39,White,Been single for more than 2 years,Very Religious,High school diploma or equivalent,,"$0-$9,999",Somewhat Positive,Somewhat Positive,Somewhat Negative,Lean Democrat,Somewhat Liberal,"religion, education, kindness, interests similar to mine, sense of humor similar to mine",0,United States,"$75,000","$25,000",Asian,Hispanic,Independent,Republican,shy,out-going,6/10,4/10,Graduate Degree,Bachelor's College Degree,medium,medium,somewhat religious,very religious,"$75,000","$100,000",Hispanic,Black,Republican,Republican,shy,shy,6/10,4/10,Graduate Degree,Vocational Training,low,low,very religious,non-religious,"$100,000","$75,000",Black,Hispanic,Republican,Republican,out-going,shy,8/10,6/10,Graduate Degree,Some College,low,high,very religious,somewhat religious,"$25,000","$25,000",Black,White,Democrat,Independent,shy,shy,10/10,8/10,Vocational Training,Vocational Training,high,high,non-religious,very religious,"$75,000","$50,000",Hispanic,Hispanic,Republican,Democrat,shy,shy,6/10,8/10,Vocational Training,Some College,low,low,very religious,non-religious,"$25,000","$25,000",White,White,Independent,Independent,out-going,out-going,4/10,4/10,Bachelor's College Degree,Vocational Training,high,high,non-religious,somewhat religious,"$50,000","$25,000",White,White,Republican,Independent,out-going,out-going,4/10,8/10,Bachelor's College Degree,Some College,high,medium,very religious,non-religious,"$100,000","$25,000",White,Black,Republican,Republican,out-going,shy,4/10,6/10,Bachelor's College Degree,Vocational Training,medium,medium,somewhat religious,non-religious,74786
2022-01-04 14:59:05,2022-01-04 15:07:14,IP Address,167.100.0.110,100,488,True,2022-01-04 15:07:15,R_2Y3oiJkUt8aTqIb,,,,,44.3018951416015625,-92.6781005859375,anonymous,EN,1,I wish to participate,,Person 2,Person 2,Person 2,Person 1,Person 1,Person 2,Person 1,Person 1,9,Somewhat Interested,tardigrade,Female,28,White,Been single for more than 2 years,Somewhat Religious,Bachelor’s degree,,"$30,000-$39,999",Somewhat Positive,Neutral,Positive,Strong Democrat,Liberal,"great deal and each other share about anything ",0,United States,"$75,000","$50,000",Black,White,Republican,Democrat,out-going,out-going,6/10,10/10,Some College,Bachelor's College Degree,high,high,very religious,non-religious,"$50,000","$25,000",Hispanic,White,Republican,Republican,shy,shy,6/10,6/10,Vocational Training,Graduate Degree,medium,medium,non-religious,somewhat religious,"$25,000","$100,000",Asian,Asian,Republican,Democrat,shy,out-going,6/10,10/10,Some College,Graduate Degree,low,medium,non-religious,very religious,"$50,000","$25,000",Black,Black,Democrat,Independent,out-going,out-going,6/10,4/10,Graduate Degree,Graduate Degree,low,high,somewhat religious,somewhat religious,"$50,000","$25,000",Asian,Black,Democrat,Republican,shy,out-going,6/10,4/10,Vocational Training,Bachelor's College Degree,high,high,very religious,very religious,"$25,000","$50,000",White,White,Republican,Republican,out-going,shy,4/10,8/10,Vocational Training,Some College,medium,medium,non-religious,somewhat religious,"$75,000","$25,000",White,Asian,Republican,Democrat,out-going,out-going,8/10,4/10,Vocational Training,Some College,medium,high,somewhat religious,non-religious,"$75,000","$75,000",Asian,Asian,Democrat,Independent,shy,shy,6/10,4/10,Some College,Vocational Training,low,low,somewhat religious,very religious,91185
2022-01-04 15:09:14,2022-01-04 15:10:56,IP Address,104.34.37.138,100,101,True,2022-01-04 15:10:56,R_21ue50tpO8A5F5o,,,,,33.8625030517578125,-117.58599853515625,anonymous,EN,0.89999997615814208984375,I wish to participate,,Person 2,Person 2,Person 1,Person 1,Person 2,Person 2,Person 1,Person 2,9,Somewhat Interested,tardigrade,Male,34,White,Married,Very Religious,Bachelor’s degree,,"$40,000-$49,999",Neutral,Neutral,Somewhat Positive,Independent/Other,Moderate,"Interestingly, this isn't a problem everywhere people Tweet. For example, when I (Aliza) Tweet in English, I quickly run into the 140 character limit and have to edit my Tweet down so it fits. Sometimes, I have to remove a word that conveys an important meaning or emotion, or I d",0,United States,"$50,000","$100,000",Asian,Asian,Democrat,Independent,out-going,out-going,6/10,8/10,Some College,Bachelor's College Degree,medium,low,non-religious,non-religious,"$25,000","$100,000",Black,Hispanic,Democrat,Independent,out-going,out-going,4/10,6/10,Graduate Degree,Vocational Training,high,medium,non-religious,non-religious,"$25,000","$25,000",Black,Asian,Independent,Independent,out-going,shy,6/10,6/10,Bachelor's College Degree,Bachelor's College Degree,high,low,very religious,somewhat religious,"$100,000","$100,000",White,Hispanic,Republican,Democrat,shy,shy,6/10,8/10,Vocational Training,Graduate Degree,low,high,very religious,non-religious,"$25,000","$50,000",Asian,White,Independent,Republican,out-going,out-going,6/10,6/10,Graduate Degree,Graduate Degree,medium,medium,somewhat religious,very religious,"$100,000","$25,000",Hispanic,Hispanic,Independent,Republican,shy,shy,4/10,8/10,Graduate Degree,Some College,high,medium,non-religious,non-religious,"$100,000","$50,000",Hispanic,White,Republican,Independent,out-going,out-going,6/10,10/10,Graduate Degree,Some College,low,low,somewhat religious,somewhat religious,"$25,000","$75,000",Hispanic,Asian,Republican,Independent,shy,shy,10/10,10/10,Vocational Training,Graduate Degree,high,low,very religious,somewhat religious,67681
